unit,adachi,aliotopier,avalos,chiu,dufty,hall,herrera,lee,rees,ting,yee,ranking,treat,race,gender,party,age,educ,income,ideo,interest,retro
1403,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,-----3-1-2-,0,5,1,3,2,4,5,6,1,4
1404,NA,NA,NA,NA,NA,1,NA,2,3,NA,NA,-----1-23--,3,1,2,1,2,3,6,7,2,4
1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,4,1,2,2,2,2,3,4,99,4
1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,1,2,NA,2,3,3,99,2,99
1407,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,----32-1---,2,1,2,3,3,3,5,4,2,3
1408,2,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2-----13---,4,1,2,3,3,4,6,3,2,3
1409,NA,NA,NA,NA,NA,3,NA,2,NA,NA,1,-----3-2--1,1,4,1,2,3,2,4,7,2,3
1410,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2-31-------,0,1,1,2,3,4,6,3,2,3
1411,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,2,2,99,4,5,4,3,2
1412,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,-----231---,3,5,1,2,1,2,3,4,2,2
1413,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2,---3--1---2,3,1,2,2,3,4,6,3,2,2
1414,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,1,2,2,4,2,3,3,1,2
1415,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,----2-31---,1,1,2,2,4,2,3,2,3,3
1416,3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3--1---2---,2,1,1,3,2,3,6,6,99,3
1417,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,-----3-21--,1,1,1,1,3,3,6,6,1,3
1418,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1--3------2,4,4,1,1,3,3,6,7,1,3
1419,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2----3-1---,1,1,1,1,3,3,6,7,1,4
1420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,4,1,1,3,2,4,2,4,2,4
1421,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,--2----1---,0,1,1,NA,2,2,3,3,2,3
1422,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2----3-1---,2,NA,1,3,99,99,99,99,1,4
1423,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,3,2,3,4,2,2,2
1424,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1--------23,1,NA,99,NA,99,99,99,99,99,99
1425,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,--2---1---3,0,1,2,2,3,4,6,2,2,3
1426,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,3,1,2,2,2,3,3,1,2,3
1427,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,2,1,2,2,3,4,2,3,1,2
1428,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,2,1,1,2,4,3,6,2,99,3
1429,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2--1---3---,3,1,2,3,3,4,6,4,1,3
1430,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,-32---1----,0,1,2,2,4,2,4,1,1,2
1431,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,--12--3----,4,NA,1,2,1,3,4,2,3,3
1432,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,---23-1----,2,1,1,3,3,4,5,3,2,3
1433,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,4,4,1,3,4,4,4,2,1,3
1434,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2--1---3---,3,3,1,3,2,3,6,4,1,3
1435,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,-2-3---1---,4,1,1,2,2,3,6,5,3,4
1436,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,-3----21---,2,NA,99,NA,99,99,99,99,99,99
1437,1,NA,NA,3,NA,NA,NA,NA,2,NA,NA,1--3----2--,3,NA,2,NA,3,2,99,4,2,3
1438,NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,-3----12---,4,NA,99,NA,99,99,99,99,99,99
1439,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,--2----1---,0,3,2,2,4,2,99,2,2,2
1440,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,1,4,2,2,3,4,6,3,2,4
1441,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,2,4,2,2,2,4,3,4,2,2
1442,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,-2----31---,1,1,2,2,2,3,5,3,2,2
1443,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,0,1,1,2,3,4,6,4,2,3
1444,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,0,1,2,2,4,4,6,2,2,2
1445,1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,1--2---3---,3,5,2,2,2,3,6,3,2,3
1446,1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,1--2---3---,4,5,1,2,2,4,6,2,3,3
1447,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3-1-------2,1,6,1,NA,1,3,1,1,99,3
1448,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,3,1,2,3,2,4,3,2,2
1449,1,NA,NA,NA,NA,NA,NA,3,NA,2,NA,1------3-2-,1,4,1,2,2,4,1,4,99,3
1450,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,--2-3-----1,0,NA,99,NA,99,99,99,99,99,99
1451,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,--23---1---,0,4,2,2,3,3,5,2,2,3
1452,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-----1-----,4,1,1,3,4,4,2,7,2,4
1453,NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,--31---2---,1,1,2,3,3,4,6,3,2,3
1454,NA,NA,NA,1,NA,NA,NA,3,NA,NA,2,---1---3--2,3,1,2,2,3,3,2,3,2,3
1455,NA,NA,2,NA,NA,NA,NA,NA,3,NA,1,--2-----3-1,3,1,2,2,2,99,6,2,3,3
1456,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3------1--2,0,1,1,2,4,2,2,88,3,2
1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,NA,99,NA,99,99,99,99,99,99
1458,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,--1-------2,2,1,1,2,2,3,4,2,1,2
1459,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,0,4,1,2,1,3,3,4,2,4
1460,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,-2------1--,1,NA,99,NA,99,99,99,99,99,99
1461,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1-2---3----,4,1,2,2,3,4,6,3,1,2
1462,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,3,1,1,2,4,4,99,2,3,3
1463,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,-----2-1---,2,1,2,2,4,1,99,4,2,3
1464,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,NA,99,NA,99,99,99,99,99,99
1465,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,5,2,3,3,4,5,6,2,2
1466,NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,-3----12---,3,1,2,1,3,2,5,6,1,3
1467,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,6,1,3,2,3,99,2,1,4
1468,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,2,1,2,2,99,4,5,1,1,4
1469,NA,3,NA,NA,NA,NA,2,NA,NA,NA,1,-3----2---1,4,1,2,1,4,1,2,6,2,4
1470,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,3,1,1,3,2,3,1,2,3,3
1471,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,---32-1----,4,1,1,3,3,3,5,1,2,3
1472,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,1,2,1,4,3,2,6,1,2
1473,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2,-3-----1--2,0,5,2,2,4,4,5,4,2,3
1474,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,1----2-3---,1,6,1,2,3,2,5,5,2,4
1475,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2-31-------,2,1,1,2,1,1,4,1,1,2
1476,NA,2,1,NA,NA,NA,NA,3,NA,NA,NA,-21----3---,2,1,2,2,2,2,1,2,2,2
1477,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,--2--3----1,2,1,1,2,4,2,4,4,1,3
1478,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,3,6,1,3,2,2,1,1,1,3
1479,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,1,1,2,4,3,2,1,99,3
1480,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,2,1,1,2,3,99,4,4,2,3
1481,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,-2-----1---,0,1,2,3,3,4,3,4,2,99
1482,NA,1,NA,2,NA,NA,3,NA,NA,NA,NA,-1-2--3----,4,1,1,2,3,3,6,4,2,2
1483,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,-132-------,2,1,2,2,3,4,6,3,2,3
1484,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,2,3,1,2,1,3,3,1,1,4
1485,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,-2--------3,1,1,1,1,99,99,99,99,99,99
1486,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,----2----31,3,1,1,1,4,3,6,7,2,4
1487,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,NA,99,NA,99,99,99,99,99,99
1488,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,1,2,3,4,4,1,6,2,3
1489,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,---3--2---1,4,1,2,2,4,4,2,4,2,3
1490,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,--2-1-----3,4,4,1,2,2,3,1,3,3,3
1491,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,--23---1---,2,1,1,3,3,4,2,4,2,2
1492,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,-31-2------,2,1,2,2,2,3,5,2,2,3
1493,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,--1-------3,1,1,1,3,1,2,1,1,2,3
1494,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,1,1,1,2,3,3,2,2,3,3
1495,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,4,4,2,1,1,3,4
1496,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,2,3,3,4,1,3,99
1497,2,NA,1,NA,NA,NA,NA,3,NA,NA,NA,2-1----3---,2,NA,1,2,1,3,5,3,2,3
1498,NA,2,NA,NA,NA,NA,NA,1,NA,NA,3,-2-----1--3,3,1,1,2,3,4,3,2,2,2
1499,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,------12---,3,NA,1,2,3,2,4,1,1,4
1500,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,1,1,2,1,3,1,1,2,3
1501,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,------1---3,3,5,2,2,4,2,3,4,1,99
1502,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,3,1,2,1,3,2,3
1503,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,2,1,1,4,2,4,1,1,1,4
1504,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,------1---2,0,3,1,2,3,2,3,2,1,3
1505,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,--1-2------,0,NA,99,NA,99,99,99,99,99,99
1506,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,3,3,3,1,99,99,2,2,3
1507,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,-2-3---1---,3,1,1,3,2,2,4,3,1,3
1508,1,NA,NA,NA,NA,2,NA,NA,3,NA,NA,1----2--3--,3,6,1,3,3,4,5,6,2,4
1509,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,0,1,2,2,4,4,3,1,2,2
1510,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2-3---1----,4,1,1,3,2,4,6,3,3,2
1511,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,1,2,2,3,3,3,3,1,2
1512,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1--23------,2,1,1,2,2,3,6,2,2,3
1513,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,--2-------3,1,1,1,3,1,2,1,1,2,3
1514,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,--13------2,4,1,2,2,2,4,3,2,2,2
1515,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,231--------,2,1,2,2,4,3,1,2,3,3
1516,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12---------,0,NA,2,2,2,3,3,2,2,3
1517,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2,---13-----2,4,NA,99,NA,99,99,99,99,99,99
1518,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,1,1,3,3,4,6,5,2,2
1519,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,3--21------,1,NA,2,2,2,4,5,4,2,3
1520,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2-----3---1,3,2,1,2,1,2,1,1,3,3
1521,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,-2-----1---,2,NA,2,3,4,3,99,88,99,99
1522,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,NA,99,NA,99,99,99,99,99,99
1523,NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,---21-3----,1,NA,99,NA,99,99,99,99,99,99
1524,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,2,2,3,4,1,2,2
1525,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1-3--------,3,1,1,4,1,2,1,1,2,3
1526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,2,2,2,2,3,2,3,4,1,4
1527,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA,-3--1-2----,4,1,2,2,3,4,99,2,2,2
1528,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,-1----3-2--,1,1,2,2,4,3,1,4,1,3
1529,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,--2----1---,2,1,2,2,3,2,3,2,2,3
1530,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,4,1,2,3,3,2,3,1,3
1531,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,21------3--,4,1,1,3,4,2,4,4,1,4
1532,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2----3-1---,3,1,1,2,4,2,3,5,2,3
1533,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1---3-2----,4,2,2,2,4,1,2,4,2,3
1534,NA,NA,1,NA,NA,NA,2,NA,NA,3,NA,--1---2--3-,0,4,2,2,3,4,5,2,1,2
1535,NA,NA,NA,2,NA,NA,NA,1,NA,3,NA,---2---1-3-,2,4,1,2,2,2,3,4,3,3
1536,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,-2----31---,3,1,1,2,4,3,6,4,1,2
1537,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,-------1-2-,1,4,1,3,99,2,3,6,99,3
1538,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,3,NA,99,NA,99,99,99,99,99,99
1539,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,---3---1--2,0,1,1,4,2,2,2,4,2,3
1540,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2,-3-----1--2,1,2,2,2,4,4,3,2,2,3
1541,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,0,1,1,2,4,3,6,5,1,3
1542,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-------1--2,2,4,2,NA,4,1,2,4,2,2
1543,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,--2---31---,4,1,2,2,99,2,6,4,1,2
1544,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,NA,99,NA,99,99,99,99,99,99
1545,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2---13-----,0,1,1,3,3,3,1,1,1,4
1546,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,--2--13----,4,2,1,2,3,3,1,2,1,3
1547,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,1,1,1,3,2,3,6,5,1,4
1548,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1-2-------3,4,1,2,4,2,2,1,2,2,2
1549,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,1,1,2,2,4,3,2,3,3
1550,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,321--------,0,3,2,2,2,4,1,3,2,3
1551,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,---3--2---1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,-2-1--3----,1,1,1,3,4,3,2,4,2,2
1553,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,32--------1,0,5,2,1,3,4,2,2,2,99
1554,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,--2---3----,0,1,2,4,2,3,3,1,2,2
1555,NA,NA,NA,NA,NA,NA,3,1,NA,2,NA,------31-2-,3,1,2,2,3,3,4,3,2,2
1556,NA,NA,NA,NA,3,NA,NA,1,NA,2,NA,----3--1-2-,2,1,1,2,3,2,4,88,99,2
1557,NA,NA,NA,NA,NA,NA,3,2,NA,1,NA,------32-1-,1,1,2,3,1,2,4,7,2,3
1558,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,1,1,2,2,2,4,5,3,2,2
1559,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,4,4,1,2,4,1,3,2,2,2
1560,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,2,NA,99,NA,99,99,99,99,99,99
1561,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,0,4,2,2,3,3,99,4,1,1
1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,---------21,1,4,1,NA,4,2,99,2,2,3
1563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,1,NA,99,NA,99,99,99,99,99,99
1564,NA,NA,NA,2,NA,NA,NA,1,NA,NA,3,---2---1--3,2,4,1,2,4,2,2,1,1,2
1565,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,4,4,1,2,4,3,1,2,2,2
1566,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,---13--2---,3,NA,99,NA,99,99,99,99,99,99
1567,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2------1---,2,4,1,3,2,99,3,2,99,3
1568,NA,3,NA,NA,NA,1,NA,NA,2,NA,NA,-3---1--2--,1,NA,1,1,4,4,2,7,1,3
1569,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,---3-----21,0,4,2,2,4,2,1,4,2,3
1570,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,3,NA,99,NA,99,4,6,3,99,99
1571,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3,-2---1----3,3,1,2,2,4,3,99,4,3,4
1572,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,0,1,1,3,2,3,5,6,2,4
1573,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,-2---3-----,3,1,1,2,2,4,2,7,1,4
1574,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,-3--2--1---,4,1,2,2,2,3,5,5,2,2
1575,NA,1,NA,2,NA,NA,3,NA,NA,NA,NA,-1-2--3----,1,1,1,2,3,4,6,3,2,1
1576,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,-3--2--1---,2,1,1,2,2,3,99,4,1,3
1577,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,NA,2,3,3,3,99,6,2,3
1578,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2-3---1----,1,1,1,2,4,3,3,3,1,3
1579,1,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1-----2---3,3,1,1,2,3,3,1,3,2,3
1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,4,NA,99,NA,99,99,99,99,99,99
1581,3,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3----1-2---,2,1,1,1,4,4,4,7,2,4
1582,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1--------2-,0,4,2,2,3,1,2,4,2,4
1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,NA,99,NA,99,99,99,99,99,99
1584,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,--------1--,2,3,1,2,1,3,2,88,2,3
1585,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,0,1,2,2,3,4,6,3,2,3
1586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,1,3,2,2,1,3,4,4,1,3
1587,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1---------,4,1,2,2,2,2,3,4,2,2
1588,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,-31----2---,4,NA,99,NA,99,99,99,99,99,99
1589,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,--3-----1--,4,1,1,2,3,1,1,6,2,4
1590,2,NA,NA,NA,NA,NA,3,NA,1,NA,NA,2-----3-1--,3,NA,99,NA,99,99,99,99,99,99
1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,0,NA,99,NA,99,99,99,99,99,99
1592,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2-----1----,2,2,1,2,4,3,3,1,2,3
1593,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,--1-------2,1,NA,99,NA,99,99,99,99,99,99
